Year,Incident cost,Description,Animal group,Property type,Property category,Service type,"Ward code
",Ward,Borough Code,Borough,Station,Postcode,Latitude,Longitude
2009,260,"TO ASSIST POLICE WITH TWO DOGS TRAPPED IN RAILINGS,B15",Dog,Other retail,Non Residential,Other animal assistance,E05000437,Bellingham,E09000023,Lewisham,Forest Hill,SE26,51.42903652,-0.038116382
2009,260,"KITTEN STUCK IN TREE,B15",Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05011484,South Croydon,E09000008,Croydon,Croydon,CR0,51.36339425,-0.094533415
2009,260,"KITTEN TRAPPED IN WALL, B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05011489,Woodside,E09000008,Croydon,Woodside,SE25,NULL,NULL
2009,260,"SMALL ANIMAL RESCUE,B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000429,Stockwell,E09000022,Lambeth,Brixton,SW9,NULL,NULL
2009,260,"SMALL ANIMAL RESCUE,B15",Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05009395,Earl's Court,E09000020,Kensington and Chelsea,Kensington,SW5,NULL,NULL
2009,260,"CAT TRAPPED BETWEEN CELING AND FLOOR,B15",Cat,Converted Flat/Maisonette - Up to 2 storeys,Dwelling,Other animal assistance,E05000366,Barnsbury,E09000019,Islington,Islington,N1,NULL,NULL
2009,260,"CAT STUCK UP TREE,B15",Cat,Park,Outdoor,Animal rescue from height,E05000564,Sutton Central,E09000029,Sutton,Sutton,SM1,51.36896711,-0.18676661
2009,520,"KITTEN TRAPPED UNDER FLOORBOARDS, B15",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from below ground,E05000290,Harrow Weald,E09000015,Harrow,Stanmore,HA3,NULL,NULL
2009,260,"PUPPY WITH HEAD TRAPPED UNDER FENCE, B15",Dog,Other outdoor location,Outdoor,Other animal assistance,E05000328,Charville,E09000017,Hillingdon,Hillingdon,UB4,51.53631224,-0.420667426
2009,260,"KITTEN TRAPPED BEHIND FIREPLACE,B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000622,St. Mary's Park,E09000032,Wandsworth,Battersea,SW11,NULL,NULL
2009,260,"CAT STUCK UP TREE,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000343,West Ruislip,E09000017,Hillingdon,Ruislip,HA4,NULL,NULL
2009,260,"CAT ON ROOF,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000481,East Ham North,E09000025,Newham,East Ham,E12,NULL,NULL
2009,260,"PUPPY WITH HEAD TRAPPED IN GATE, B15",Dog,House - single occupancy,Dwelling,Other animal assistance,E05000041,Village,E09000002,Barking and Dagenham,Dagenham,RM10,NULL,NULL
2009,260,"DOG TRAPPED UNDER BRIDGE BY CANAL,B15",Dog,River/canal,Outdoor,Animal rescue from water,E05000306,Brooklands,E09000016,Havering,Romford,RM1,51.58217448,0.174666936
2009,260,"CAT TRAPPED IN A WELL, B15",Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000380,St. Peter's,E09000019,Islington,Islington,N1,NULL,NULL
2009,260,"CAT TRAPPED UNDER DECKING, B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05000636,Hyde Park,E09000033,Westminster,Paddington,W2,NULL,NULL
2009,260,"KITTEN TRAPPED BEHIND FIRE PLACE,B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05000486,Green Street West,E09000025,Newham,Stratford,E7,NULL,NULL
2009,260,"ASSIST RSPCA WITH CAT UP TREE,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000050,Edgware,E09000003,Barnet,Mill Hill,HA8,NULL,NULL
2009,260,"CAT STUCK UP TREE,B15",Cat,Tree scrub,Outdoor,Animal rescue from height,E05000479,Custom House,E09000025,Newham,Plaistow,E16,51.51215481,0.038998078
2009,260,"CAT TRAPPED IN LOFT, B15",Cat,Bungalow - single occupancy,Dwelling,Animal rescue from height,E05000317,Pettits,E09000016,Havering,Romford,RM1,NULL,NULL
2009,260,"ASSIST RSPCA WITH DISTRESSED DOG LOCKED IN CAR, B2",Dog,Van,Road Vehicle,Other animal assistance,E05000272,Highgate,E09000014,Haringey,Hornsey,N6,51.57384876,-0.160860203
2009,260,"CAT TRAPPED BEHIND CUPBOARD,B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05000281,Tottenham Hale,E09000014,Haringey,Tottenham,N17,NULL,NULL
2009,260,"CAT WITH PAW STUCK IN DOUBLE GLAZED WINDOW, B15",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000487,Little Ilford,E09000025,Newham,Ilford,E12,NULL,NULL
2009,260,"KITTENS TRAPPED BEHIND CHIMNEY BREAST ,B15",Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05011488,West Thornton,E09000008,Croydon,Norbury,CR0,NULL,NULL
2009,260,"CAT TRAPPED ON LEDGE    ,B15",Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05009386,Victoria,E09000012,Hackney,Bethnal Green,E9,NULL,NULL
2009,260,"CAT TRAPPED BY CHIMNEY,B15,RC",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000482,East Ham South,E09000025,Newham,East Ham,E6,NULL,NULL
2009,260,"ASSIST RSPCA WITH CAT UP A TREE,B15",Cat,Cycle path/public footpath/bridleway,Outdoor,Animal rescue from height,E05000206,Ponders End,E09000010,Enfield,Edmonton,EN3,51.64107805,-0.047968305
2009,260,"CAT STUCK ON ROOF, B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000567,Sutton West,E09000029,Sutton,Sutton,SM1,NULL,NULL
2009,260,"CAT STUCK ON ROOF POSSIBLY INJURED,B15",Cat,Wasteland,Outdoor,Other animal assistance,E05009376,Homerton,E09000012,Hackney,Homerton,E5,51.55096175,-0.052202746
2009,260,"CAT TRAPPED IN UNKNOWN LOCATION,B15",Cat,Wasteland,Outdoor,Other animal assistance,E05009376,Homerton,E09000012,Hackney,Homerton,E5,51.55096175,-0.052202746
2009,260,"CAT STUCK UNDER SHED, B15",Cat,Private Garden Shed,Non Residential,Animal rescue from below ground,E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,Hammersmith,W12,51.50669755,-0.228411641
2009,260,"CAT STUCK ON ROOF FOR 48 HOURS, B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011489,Woodside,E09000008,Croydon,Woodside,SE25,NULL,NULL
2009,260,"CAT STUCK ON BALCONY,B15",Cat,Single shop,Non Residential,Animal rescue from height,E05000591,Cathall,E09000031,Waltham Forest,Leytonstone,E11,51.55552606,0.005176124
2009,260,"CAT TRAPPED IN FLOWER BASKET,B15",Cat,River/canal,Outdoor,Animal rescue from water,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,E3,51.53507423,-0.03562075
2009,260,"CAT TRAPPED IN GARAGE,B15",Cat,Private garage,Non Residential,Other animal assistance,E05000039,Thames,E09000002,Barking and Dagenham,Barking,IG11,51.52923128,0.105230888
2009,260,"DOG TRAPPED BETWEEN GARAGE WALLS,B15",Dog,Private garage,Non Residential,Animal rescue from height,E05000261,Ravenscourt Park,E09000013,Hammersmith and Fulham,Hammersmith,W6,51.49042384,-0.242957984
2009,260,"ASSIST RSPCA WITH CAT STUCK IN TREE,B15",Cat,House - single occupancy,Dwelling,Animal rescue from water,E05000401,Berrylands,E09000021,Kingston upon Thames,Surbiton,KT5,NULL,NULL
2009,260,"BIRD STUCK BEHIND FIREPLACE,B15",Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000418,Clapham Common,E09000022,Lambeth,Clapham,SW4,NULL,NULL
2009,260,"CAT IN DISTRESS,B15,RC",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000371,Finsbury Park,E09000019,Islington,Holloway,N7,NULL,NULL
2009,260,"ASSIST RSPCA WITH TRAPPED FOX,B15",Fox,River/canal,Outdoor,Animal rescue from water,E05000322,Squirrel's Heath,E09000016,Havering,Harold Hill,RM2,51.58762293,0.214149429
2009,260,"CAT TRAPPED IN BASEMENT,B15",Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000419,Clapham Town,E09000022,Lambeth,Clapham,SW4,NULL,NULL
2009,520,"DOG TRAPPED UNDER FENCE,B15",Dog,Other industrial manufacturing facility,Non Residential,Other animal assistance,E05000206,Ponders End,E09000010,Enfield,Enfield,EN3,51.64105284,-0.033559972
2009,260,"ASSIST RSPCA WITH CROW STUCK IN NETTING,B15",Bird,Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,E05000198,Enfield Highway,E09000010,Enfield,Enfield,EN3,NULL,NULL
2009,260,"BIRD WITH WIRE ON LEG HANGING FROM TREE,B15",Bird,Other outdoor location,Outdoor,Animal rescue from height,E05000380,St. Peter's,E09000019,Islington,Islington,N1,51.53683414,-0.096512325
2009,260,"TO ASSIST RSPCA WITH PIGEON TRAPPED BEHIND WIRE GRILL,B15",Bird,Warehouse,Non Residential,Animal rescue from height,E05009376,Homerton,E09000012,Hackney,Homerton,E9,51.54377698,-0.047894229
2009,260,"DOG WITH HEAD TRAPPED,B15",Dog,House - single occupancy,Dwelling,Other animal assistance,E05000630,Abbey Road,E09000033,Westminster,Paddington,NW8,NULL,NULL
2009,260,"TO ASSIST RSPCA WITH CAT STUCK UP TREE,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000400,Alexandra,E09000021,Kingston upon Thames,Surbiton,KT5,NULL,NULL
2009,260,"DOG WEDGED BETWEEN POST AND WALL, B15",Dog,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000311,Hacton,E09000016,Havering,Hornchurch,RM12,51.55199456,0.227349917
2009,260,"ASSIST RSPCA WITH CAT STUCK ON ROOF FOR THE PAST 24 HOURS,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000111,Chislehurst,E09000006,Bromley,Sidcup,BR7,NULL,NULL
2009,520,"HORSE IN RIVER,J17",Horse,Canal/riverbank vegetation,Outdoor,Animal rescue from water,E05000212,Upper Edmonton,E09000010,Enfield,Edmonton,N18,51.60774677,-0.037455336
2009,780,"FAWN TRAPPED IN CANAL,J15,WR2",Deer,River/canal,Outdoor,Other animal assistance,E05000345,Yiewsley,E09000017,Hillingdon,Hayes,UB7,51.50851513,-0.456284776
2009,260,"ASSIST RSPCA WITH STARLING TRAPPED IN TREE,B15",Bird,Other outdoor location,Outdoor,Animal rescue from height,E05000517,East Sheen,E09000027,Richmond upon Thames,Richmond,SW14,51.46631319,-0.263406575
2009,260,"CAT STUCK IN VENT,B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05000460,Figge's Marsh,E09000024,Merton,Mitcham,CR4,NULL,NULL
2009,260,"ANIMAL TRAPPED IN CHIMNEY,B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000197,Edmonton Green,E09000010,Enfield,Edmonton,N9,NULL,NULL
2009,260,"CROW STUCK IN NETTING AND IN DISTRESS, B15",Bird,Restaurant/cafe,Non Residential,Animal rescue from height,E05000200,Grange,E09000010,Enfield,Enfield,EN2,51.65216199,-0.080437331
2009,1820,"CAT TRAPPED ON RAFT ON CANAL WATER RESCUE LEVEL 2, J15, WR1,WR2",Cat,River/canal,Outdoor,Animal rescue from water,E05009327,Mile End,E09000030,Tower Hamlets,Poplar,E14,51.5136333,-0.030649027
2009,260,"CAT TRAPPED UNDERNEATH SHED,B15",Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from below ground,E05000263,Shepherd's Bush Green,E09000013,Hammersmith and Fulham,Hammersmith,W12,NULL,NULL
2009,260,"DOG IN DISTRESS,B15",Dog,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05000057,Mill Hill,E09000003,Barnet,Mill Hill,NW7,51.61228715,-0.225992137
2009,260,"ASSIST RSPCA WITH CAT STUCK UP TREE,B15",Cat,Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,E05000606,Markhouse,E09000031,Waltham Forest,Walthamstow,E17,51.58210313,-0.019404797
2009,260,"PIGEON TRAPPED,B15",Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000060,Underhill,E09000003,Barnet,Barnet,EN5,NULL,NULL
2009,260,"RUNNING CALL TO ASSIST RSPCA WITH TRAPPED CAT,B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05009401,Queen's Gate,E09000020,Kensington and Chelsea,Kensington,W8,NULL,NULL
2009,260,"CAT IN DISTRESS TRAPPED BEHIND OF RADIATOR,B15",Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05009391,Chelsea Riverside,E09000020,Kensington and Chelsea,Chelsea,SW3,NULL,NULL
2009,260,"CAT IN DISTRESS,B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05009373,Hackney Downs,E09000012,Hackney,Stoke Newington,E5,NULL,NULL
2009,260,"BIRD TRAPPED IN DRAIN, B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000520,Hampton,E09000027,Richmond upon Thames,Twickenham,TW12,NULL,NULL
2009,260,"INJURED SQUIRREL TRAPPED UNDER CAR,B15",Squirrel,Car,Road Vehicle,Other animal assistance,E05000052,Garden Suburb,E09000003,Barnet,Finchley,NW11,51.58258503,-0.198238142
2009,260,"DOG TRAPPED IN METAL FENCE,B15",Dog,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000259,Palace Riverside,E09000013,Hammersmith and Fulham,Fulham,SW6,NULL,NULL
2009,780,"FOX TRAPPED IN DITCH AT LOCATION,B15",Fox,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from below ground,E05009327,Mile End,E09000030,Tower Hamlets,Poplar,E14,NULL,NULL
2009,260,"BIRD TRAPPED IN CHIMNEY,B15",Bird,House - single occupancy,Dwelling,Animal rescue from below ground,E05000204,Lower Edmonton,E09000010,Enfield,Edmonton,N9,NULL,NULL
2009,520,"ASSIST RSPCA WITH CAT STUCK UP TREE,B15",Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000266,Alexandra,E09000014,Haringey,Hornsey,N10,51.5937312,-0.136350772
2009,260,"PIGEON TRAPPED IN NETTING,B15,RC",Bird,Purpose Built Flats/Maisonettes - 10 or more storeys,Dwelling,Animal rescue from height,E05000172,Dormers Wells,E09000009,Ealing,Southall,UB1,NULL,NULL
2009,260,"CAT STUCK ON FENCE,B15",Cat,Bridge,Outdoor Structure,Animal rescue from height,E05009320,Bow West,E09000030,Tower Hamlets,Bethnal Green,E3,51.53540298,-0.034308843
2009,260,"DOG TRAPPED UNDER CAR,B15",Dog,Car,Road Vehicle,Other animal assistance,E05000088,Dollis Hill,E09000005,Brent,West Hampstead,NW2,51.5657882,-0.225450969
2009,260,"ROAD TRAFFIC ACCIDENT,B1",Dog,Car,Road Vehicle,Other animal assistance,E05000122,Orpington,E09000006,Bromley,Orpington,BR6,51.36117455,0.10659316
2009,260,"DOG STUCK IN FOX HOLE,B15",Dog,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,E05011235,Barkingside,E09000026,Redbridge,Hainault,IG6,51.58579059,0.07065814
2009,260,"CAT STUCK BEHIND TOILET,B15",Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from below ground,E05011470,New Addington North,E09000008,Croydon,Addington,CR0,NULL,NULL
2009,1040,"ASSIST RSPCA WITH PIGEON TRAPPED IN CHIMNEY,B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05011241,Cranbrook,E09000026,Redbridge,Ilford,IG1,NULL,NULL
2009,260,"ASSIST RSPCA WITH 2  DUCKLINGS TRAPPED BEWTEEN CAVITY WALL,B15",Bird,Multi-Storey car park,Non Residential,Animal rescue from below ground,E05000341,Uxbridge South,E09000017,Hillingdon,Hillingdon,UB8,51.54733916,-0.483512375
2009,260,"ASSIST RSPCA, B15",Bird,Bridge,Outdoor Structure,Animal rescue from height,E05000199,Enfield Lock,E09000010,Enfield,Enfield,EN3,51.66716695,-0.018026026
2009,260,"ASSIST RSPCA WITH CAT UP A TREE,B15",Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000192,Walpole,E09000009,Ealing,Ealing,W13,51.50472921,-0.315808596
2009,260,"G561 RUNNING CALL TO PIGEON TRAPPED IN NETTING,B15,RC",Bird,Vehicle Repair Workshop,Non Residential,Animal rescue from height,E05000331,Heathrow Villages,E09000017,Hillingdon,Heathrow,TW6,51.48060266,-0.459676129
2009,260,"KITTEN STUCK UNDER FLOORBOARDS  ,B15",Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from below ground,E05000133,Frognal and Fitzjohns,E09000007,Camden,West Hampstead,NW3,NULL,NULL
2009,260,"SMALL ANIMAL RESCUE - BIRD TRAPPED BETWEEN WALLS,B15",Bird,House - single occupancy,Dwelling,Other animal assistance,E05000033,Goresbrook,E09000002,Barking and Dagenham,Dagenham,RM9,NULL,NULL
2009,260,"BIRD STUCK IN NETTING,B15",Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000060,Underhill,E09000003,Barnet,Barnet,EN5,NULL,NULL
2009,260,"BIRD TRAPPED IN NETTING,B15,RC",Bird,Tree scrub,Outdoor,Animal rescue from height,E05000408,Grove,E09000021,Kingston upon Thames,Kingston,KT1,51.41005638,-0.308318681
2009,260,"CAT STUCK BETWEEN TWO WALLS,B15",Cat,Private garage,Non Residential,Other animal assistance,E05011223,Crook Log,E09000004,Bexley,Bexley,DA6,51.45761208,0.12761399
2009,260,"ANIMAL TRAPPED IN CHIMNEY BREAST,B15",Bird,House - single occupancy,Dwelling,Animal rescue from below ground,E05000203,Jubilee,E09000010,Enfield,Edmonton,N9,NULL,NULL
2009,520,"HORSE IN AQUEDUCT,J17",Horse,River/canal,Outdoor,Animal rescue from water,E05000607,Valley,E09000031,Waltham Forest,Walthamstow,E4,51.60934349,-0.032923514
2009,260,"DOG CAUGHT IN BRAMBLES,B15",Dog,Park,Outdoor,Animal rescue from height,E05000593,Chingford Green,E09000031,Waltham Forest,Chingford,E4,51.63532158,0.024805463
2009,260,"CAT TRAPPED UNDER SHED,B15",Cat,House - single occupancy,Dwelling,Animal rescue from below ground,E05000057,Mill Hill,E09000003,Barnet,Finchley,NW7,NULL,NULL
2009,260,"TWO HORSES FALLEN DOWN BANK AND INTO CANAL, J17",Horse,"Grassland, pasture, grazing etc ",Outdoor,Animal rescue from water,E05000607,Valley,E09000031,Waltham Forest,Walthamstow,E4,51.60830546,-0.033228363
2009,260,"BIRD STUCK IN CHIMNEY,B15",Bird,House - single occupancy,Dwelling,Other animal assistance,E05000028,Becontree,E09000002,Barking and Dagenham,Dagenham,RM8,NULL,NULL
2009,260,"PUPPY WITH HEAD STUCK IN FRONT IRON GATE    ,B15",Dog,House - single occupancy,Dwelling,Other animal assistance,E05000223,Kidbrooke with Hornfair,E09000011,Greenwich,East Greenwich,SE3,NULL,NULL
2009,260,"ASSIST RSPCA WITH INJURED BIRDS,B2",Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000442,Downham,E09000023,Lewisham,Bromley,BR1,NULL,NULL
2009,260,"UNKNOWN ANIMAL STUCK IN CHIMNEY,B15",Unknown - Domestic Animal Or Pet,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000614,Fairfield,E09000032,Wandsworth,Wandsworth,SW18,NULL,NULL
2009,260,"CAT STUCK ON ROOF,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000466,Merton Park,E09000024,Merton,Wimbledon,SW19,NULL,NULL
2009,260,"SQUIRREL TRAPPED IN GUTTERING,B15",Squirrel,House - single occupancy,Dwelling,Animal rescue from height,E05000594,Endlebury,E09000031,Waltham Forest,Chingford,E4,NULL,NULL
2009,260,"CAT STUCK UP TREE BEING ATTACKED BY BIRDS,B15",Cat,Tree scrub,Outdoor,Animal rescue from height,E05000198,Enfield Highway,E09000010,Enfield,Enfield,EN3,51.66075919,-0.036437145
2009,260,"CAT STUCK IN CONTAINER, B15, RC",Cat,Wasteland,Outdoor,Animal rescue from below ground,E05009332,Shadwell,E09000030,Tower Hamlets,Shadwell,E1,51.51224017,-0.054402715
2009,260,"DOG TRAPPED AT REAR OF PROPERTY,B15",Dog,Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,E05000066,Blackfen and Lamorbey,E09000004,Bexley,Eltham,DA15,51.44837222,0.090354776
2009,260,"DOG TRAPPED BEHIND RAILWAY LINE AND FENCE,B15",Dog,Railway trackside vegetation,Outdoor,Other animal assistance,E05009373,Hackney Downs,E09000012,Hackney,Stoke Newington,N16,51.55852818,-0.068182007
2009,260,"ASSIST RSPCA WITH CAT UP TREE,B15",Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000125,Plaistow and Sundridge,E09000006,Bromley,Bromley,BR1,NULL,NULL
2009,260,"ASSIST RSPCA OFFICER WITH CAT STUCK UP TREE,B15",Cat,Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,E05000192,Walpole,E09000009,Ealing,Ealing,W13,51.50464646,-0.315681966
2009,260,"BIRD TRAPPED, B15",Bird,Park,Outdoor,Animal rescue from height,E05000439,Brockley,E09000023,Lewisham,Greenwich,SE8,51.47159661,-0.026672594
2009,260,"ASSIST RSPCA,B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000049,East Finchley,E09000003,Barnet,Finchley,N2,NULL,NULL
2009,260,"ASSIST RSPCA WITH CAT STUCK UP TREE,B15",Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000125,Plaistow and Sundridge,E09000006,Bromley,Bromley,BR1,51.41508507,0.017201125
2009,260,"DOG TRAPPED IN CAT FLAP,B15",Cat,House - single occupancy,Dwelling,Other animal assistance,E05000592,Chapel End,E09000031,Waltham Forest,Walthamstow,E17,NULL,NULL
2009,260,"DOG WITH HEAD TRAPPED IN RAILINGS,B15",Dog,Railings,Outdoor Structure,Other animal assistance,E05000342,West Drayton,E09000017,Hillingdon,Hayes,UB7,51.50174767,-0.461354654
2009,260,"BIRD TRAPPED IN CHIMNEY,B15",Bird,House - single occupancy,Dwelling,Animal rescue from height,E05011479,Selhurst,E09000008,Croydon,Croydon,CR0,NULL,NULL
2009,260,"ASSIST RSPCA,B15",Unknown - Wild Animal,House - single occupancy,Dwelling,Animal rescue from water,E05000105,Willesden Green,E09000005,Brent,Willesden,NW10,NULL,NULL
